graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,ratio
erdos-renyi,50,17,33.0,0.007482993197278911,0.8972789115646258,34,26,2d,"[T10 W: 0, T44 W: 16.0, T48 W: 0]",0.33
erdos-renyi,50,17,32.0,0.007766990291262136,0.9674757281553398,34,30,2d,"[T22 W: 0, T2 W: 16.0, T28 W: 0]",0.33
erdos-renyi,50,17,33.0,0.007653061224489796,0.8559833024118738,34,27,2d,"[T7 W: 0, T40 W: 15.0, T25 W: 0]",0.33
erdos-renyi,50,17,30.0,0.007345739471106758,0.8491674828599413,34,27,2d,"[T39 W: 0, T15 W: 15.0, T44 W: 0]",0.33
erdos-renyi,50,17,25.0,0.0062220009955201595,0.9457441513190642,34,26,2d,"[T13 W: 0, T2 W: 10.0, T28 W: 0]",0.33
erdos-renyi,50,13,31.0,0.009085580304806565,0.9636576787807737,52,27,4d,"[T22 W: 0, T23 W: 14.0, T39 W: 0]",0.25
erdos-renyi,50,13,28.0,0.009595613433858808,0.997943797121316,48,23,4d,"[T2 W: 0, T8 W: 14.0, T12 W: 0]",0.25
erdos-renyi,50,13,30.0,0.009541984732824428,0.785941475826972,48,20,4d,"[T25 W: 0, T41 W: 14.0, T34 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008103241296518607,0.787515006002401,56,22,4d,"[T31 W: 0, T34 W: 12.0, T44 W: 0]",0.25
erdos-renyi,50,13,25.0,0.00874737578726382,0.8509447165850245,48,20,4d,"[T31 W: 0, T24 W: 15.0, T32 W: 0]",0.25
erdos-renyi,50,17,32.0,0.007733204446592557,0.9378927017883035,68,29,4d,"[T9 W: 0, T8 W: 18.0, T36 W: 0]",0.33
erdos-renyi,50,17,34.0,0.008118433619866285,0.9522445081184336,68,27,4d,"[T12 W: 0, T1 W: 17.0, T45 W: 0]",0.33
erdos-renyi,50,17,30.0,0.007656967840735069,0.9014803471158754,60,25,4d,"[T12 W: 0, T47 W: 16.0, T38 W: 0]",0.33
erdos-renyi,50,17,30.0,0.007309941520467836,0.8937621832358674,64,25,4d,"[T2 W: 0, T0 W: 17.0, T12 W: 0]",0.33
erdos-renyi,50,17,29.0,0.007104360607545321,0.8508084272415483,64,25,4d,"[T12 W: 0, T39 W: 13.0, T27 W: 0]",0.33
erdos-renyi,50,13,27.0,0.008201701093560146,0.8314094775212637,78,21,6d,"[T15 W: 0, T41 W: 18.0, T21 W: 0]",0.25
