graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,ratio
erdos-renyi,50,17,32.0,0.008146639511201629,0.9465376782077393,16,27,16,"[T18 W: 0, T16 W: 15.0, T41 W: 0]",0.33
erdos-renyi,50,17,32.0,0.007023705004389816,0.909350307287094,16,29,16,"[T1 W: 0, T30 W: 17.0, T20 W: 0]",0.33
erdos-renyi,50,17,41.0,0.009692671394799054,0.8832151300236407,16,27,16,"[T6 W: 0, T37 W: 6.0, T10 W: 12.0, T30 W: 0]",0.33
erdos-renyi,50,13,28.0,0.009530292716133424,0.908781484002723,24,19,24,"[T22 W: 0, T42 W: 12.0, T44 W: 0]",0.25
erdos-renyi,50,13,34.0,0.010766307789740342,0.8777707409753008,24,21,24,"[T8 W: 0, T31 W: 16.0, T34 W: 0]",0.25
erdos-renyi,50,13,26.0,0.009110021023125438,0.9558514365802383,24,26,24,"[T30 W: 0, T37 W: 11.0, T43 W: 0]",0.25
erdos-renyi,50,13,30.0,0.009052504526252263,0.8105009052504526,24,20,24,"[T27 W: 0, T21 W: 15.0, T39 W: 0]",0.25
erdos-renyi,50,13,28.0,0.008583690987124463,0.8454935622317596,24,23,24,"[T18 W: 0, T28 W: 16.0, T19 W: 0]",0.25
erdos-renyi,50,17,29.0,0.006865530303030303,0.8939393939393939,24,25,24,"[T0 W: 0, T23 W: 15.0, T49 W: 0]",0.33
erdos-renyi,50,17,30.0,0.0072254335260115606,0.8870423892100193,24,26,24,"[T17 W: 0, T39 W: 17.0, T49 W: 0]",0.33
erdos-renyi,50,17,28.0,0.006866110838646395,0.8783717508582638,24,25,24,"[T22 W: 0, T35 W: 14.0, T41 W: 0]",0.33
erdos-renyi,50,17,27.0,0.006509161041465767,0.8483606557377049,24,24,24,"[T18 W: 0, T21 W: 18.0, T31 W: 0]",0.33
erdos-renyi,50,17,33.0,0.008478931140801645,0.8979958890030832,24,24,24,"[T15 W: 0, T24 W: 16.0, T47 W: 0]",0.33
erdos-renyi,50,13,29.0,0.00983050847457627,0.8186440677966101,48,21,48,"[T12 W: 0, T31 W: 14.0, T19 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008887425938117182,0.9611586570111915,48,23,48,"[T9 W: 0, T43 W: 18.0, T35 W: 0]",0.25
erdos-renyi,50,13,27.0,0.009284731774415406,0.9164374140302614,48,19,48,"[T35 W: 0, T49 W: 14.0, T44 W: 0]",0.25
erdos-renyi,50,13,31.0,0.00980392156862745,0.9443390259329538,48,23,48,"[T7 W: 0, T12 W: 15.0, T33 W: 0]",0.25
erdos-renyi,50,13,25.0,0.007571168988491823,0.8428225317989098,48,21,48,"[T26 W: 0, T35 W: 16.0, T42 W: 0]",0.25
erdos-renyi,50,17,32.0,0.007862407862407862,0.8577395577395578,48,24,48,"[T16 W: 0, T29 W: 15.0, T18 W: 0]",0.33
erdos-renyi,50,17,28.0,0.006756756756756757,0.9273648648648649,48,26,48,"[T4 W: 0, T10 W: 14.0, T9 W: 0]",0.33
erdos-renyi,50,17,28.0,0.0068359375,0.84423828125,48,25,48,"[T2 W: 0, T48 W: 15.0, T7 W: 0]",0.33
erdos-renyi,50,17,33.0,0.007963320463320463,0.9119208494208494,48,25,48,"[T9 W: 0, T45 W: 17.0, T17 W: 0]",0.33
erdos-renyi,50,17,29.0,0.007097405775819873,0.8604992657856094,48,24,48,"[T1 W: 0, T0 W: 13.0, T11 W: 0]",0.33
erdos-renyi,50,13,40.0,0.012224938875305624,0.9877750611246944,13,20,1d,"[T25 W: 0, T29 W: 7.0, T12 W: 9.0, T36 W: 0]",0.25
