graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,type
erdos-renyi,25,3,26.0,0.06701030927835051,1.7474226804123711,48,8,48,"[N:T14,0,[], N:T5,26.0,[]]",bfs
erdos-renyi,25,3,28.0,0.16470588235294117,1.5529411764705883,48,4,48,"[N:T7,0,[], N:T14,28.0,[]]",bfs
erdos-renyi,25,3,18.0,0.06716417910447761,1.4477611940298507,48,5,48,"[N:T4,0,[], N:T17,18.0,[]]",bfs
erdos-renyi,25,3,26.0,0.0948905109489051,1.437956204379562,48,5,48,"[N:T20,0,[], N:T23,26.0,[]]",bfs
erdos-renyi,25,4,32.0,0.06504065040650407,1.516260162601626,48,9,48,"[N:T8,0,[], N:T3,32.0,[]]",bfs
erdos-renyi,25,4,34.0,0.07296137339055794,1.48068669527897,48,8,48,"[N:T8,0,[], N:T3,34.0,[]]",bfs
erdos-renyi,25,4,28.0,0.056451612903225805,1.3225806451612903,48,7,48,"[N:T9,0,[], N:T19,28.0,[]]",bfs
erdos-renyi,25,4,24.0,0.05194805194805195,1.5064935064935066,48,7,48,"[N:T15,0,[], N:T5,24.0,[]]",bfs
erdos-renyi,25,4,24.0,0.07017543859649122,1.4210526315789473,48,5,48,"[N:T17,0,[], N:T21,24.0,[]]",bfs
erdos-renyi,25,5,30.0,0.055970149253731345,1.421641791044776,48,7,48,"[N:T3,0,[], N:T7,30.0,[]]",bfs
erdos-renyi,25,5,32.0,0.04610951008645533,1.478386167146974,48,8,48,"[N:T11,0,[], N:T12,32.0,[]]",bfs
erdos-renyi,25,5,26.0,0.04421768707482993,1.465986394557823,48,10,48,"[N:T18,0,[], N:T13,26.0,[]]",bfs
erdos-renyi,25,5,26.0,0.05603448275862069,1.4137931034482758,48,7,48,"[N:T15,0,[], N:T8,26.0,[]]",bfs
erdos-renyi,25,5,34.0,0.056105610561056105,1.4587458745874586,48,8,48,"[N:T0,0,[], N:T6,34.0,[]]",bfs
erdos-renyi,25,6,32.0,0.05063291139240506,1.5284810126582278,48,9,48,"[N:T22,0,[], N:T19,32.0,[]]",bfs
erdos-renyi,25,6,26.0,0.034210526315789476,1.486842105263158,48,13,48,"[N:T9,0,[], N:T10,26.0,[]]",bfs
erdos-renyi,25,6,32.0,0.045845272206303724,1.4097421203438396,48,10,48,"[N:T17,0,[], N:T6,32.0,[]]",bfs
erdos-renyi,25,6,32.0,0.050156739811912224,1.3040752351097178,48,8,48,"[N:T0,0,[], N:T4,32.0,[]]",bfs
erdos-renyi,25,6,30.0,0.04087193460490463,1.4332425068119892,48,10,48,"[N:T12,0,[], N:T6,30.0,[]]",bfs
erdos-renyi,25,7,34.0,0.038202247191011236,1.3528089887640449,48,12,48,"[N:T21,0,[], N:T22,34.0,[]]",bfs
erdos-renyi,25,7,34.0,0.04018912529550828,1.5011820330969268,48,13,48,"[N:T24,0,[], N:T1,34.0,[]]",bfs
erdos-renyi,25,7,34.0,0.04156479217603912,1.3594132029339854,48,12,48,"[N:T24,0,[], N:T12,34.0,[]]",bfs
erdos-renyi,25,7,32.0,0.03902439024390244,1.3463414634146342,48,13,48,"[N:T0,0,[], N:T20,32.0,[]]",bfs
erdos-renyi,25,7,36.0,0.04838709677419355,1.3763440860215055,48,10,48,"[N:T1,0,[], N:T7,36.0,[]]",bfs
erdos-renyi,25,8,32.0,0.03187250996015936,1.3525896414342629,48,12,48,"[N:T13,0,[], N:T8,32.0,[]]",bfs
erdos-renyi,25,8,36.0,0.03578528827037773,1.31610337972167,48,12,48,"[N:T9,0,[], N:T17,36.0,[]]",bfs
erdos-renyi,25,8,36.0,0.037422037422037424,1.340956340956341,48,12,48,"[N:T2,0,[], N:T23,36.0,[]]",bfs
erdos-renyi,25,8,34.0,0.033268101761252444,1.4070450097847358,48,11,48,"[N:T10,0,[], N:T7,34.0,[]]",bfs
erdos-renyi,25,8,28.0,0.03146067415730337,1.3640449438202247,48,11,48,"[N:T8,0,[], N:T6,28.0,[]]",bfs
erdos-renyi,25,9,32.0,0.029143897996357013,1.3588342440801457,48,15,48,"[N:T23,0,[], N:T10,32.0,[]]",bfs
erdos-renyi,25,9,32.0,0.029304029304029304,1.3992673992673992,48,16,48,"[N:T4,0,[], N:T7,32.0,[]]",bfs
erdos-renyi,25,9,34.0,0.03346456692913386,1.3228346456692914,48,13,48,"[N:T4,0,[], N:T0,34.0,[]]",bfs
erdos-renyi,25,9,30.0,0.0297029702970297,1.394059405940594,48,12,48,"[N:T10,0,[], N:T9,30.0,[]]",bfs
erdos-renyi,25,9,34.0,0.03313840155945419,1.4132553606237817,48,14,48,"[N:T14,0,[], N:T5,34.0,[]]",bfs
erdos-renyi,25,10,36.0,0.031578947368421054,1.3912280701754387,48,15,48,"[N:T0,0,[], N:T15,36.0,[]]",bfs
erdos-renyi,25,10,34.0,0.03102189781021898,1.3886861313868613,48,15,48,"[N:T12,0,[], N:T13,34.0,[]]",bfs
erdos-renyi,25,10,36.0,0.03515625,1.3828125,48,14,48,"[N:T5,0,[], N:T19,36.0,[]]",bfs
erdos-renyi,25,10,34.0,0.02312925170068027,1.3156462585034014,48,15,48,"[N:T7,0,[], N:T9,34.0,[]]",bfs
erdos-renyi,25,10,32.0,0.026490066225165563,1.3294701986754967,48,13,48,"[N:T2,0,[], N:T12,32.0,[]]",bfs
erdos-renyi,25,1,18.0,0.2571428571428571,2.0,3,2,1d,"[N:T5,0,[], N:T4,18.0,[]]",bfs
erdos-renyi,25,1,18.0,0.1125,1.5125,3,3,1d,"[N:T4,0,[], N:T5,18.0,[]]",bfs
erdos-renyi,25,1,38.0,0.37254901960784315,2.0980392156862746,3,3,1d,"[N:T24,0,[], N:T6,18.0,[], N:T5,10.0,[]]",bfs
