graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,max_route_len,type
barabasi-albert,25,5,18.0,0.01730769230769231,1.35,48,13,48,"[T8 W: 0, T0 W: 18.0]",1,original
barabasi-albert,25,6,17.0,0.014554794520547944,1.3390410958904109,48,13,48,"[T1 W: 0, T16 W: 17.0]",1,original
barabasi-albert,25,6,18.0,0.016728624535315983,1.3977695167286246,48,13,48,"[T7 W: 0, T14 W: 18.0]",1,original
barabasi-albert,25,6,18.0,0.016853932584269662,1.3764044943820224,48,13,48,"[T4 W: 0, T23 W: 18.0]",1,original
barabasi-albert,25,6,18.0,0.015957446808510637,1.4078014184397163,48,14,48,"[T4 W: 0, T24 W: 18.0]",1,original
barabasi-albert,25,6,18.0,0.015789473684210527,1.3298245614035087,48,13,48,"[T2 W: 0, T22 W: 18.0]",1,original
barabasi-albert,25,7,18.0,0.01517706576728499,1.357504215851602,48,14,48,"[T0 W: 0, T16 W: 18.0]",1,original
barabasi-albert,25,7,18.0,0.014106583072100314,1.3495297805642634,48,15,48,"[T14 W: 0, T18 W: 18.0]",1,original
barabasi-albert,25,7,18.0,0.013996889580093312,1.3405909797822706,48,13,48,"[T0 W: 0, T18 W: 18.0]",1,original
barabasi-albert,25,7,18.0,0.014827018121911038,1.4085667215815485,48,13,48,"[T3 W: 0, T15 W: 18.0]",1,original
barabasi-albert,25,7,18.0,0.014539579967689823,1.381260096930533,48,14,48,"[T0 W: 0, T23 W: 18.0]",1,original
barabasi-albert,25,8,18.0,0.012311901504787962,1.3406292749658002,48,14,48,"[T9 W: 0, T18 W: 18.0]",1,original
barabasi-albert,25,8,18.0,0.012968299711815562,1.4034582132564841,48,15,48,"[T19 W: 0, T1 W: 18.0]",1,original
barabasi-albert,25,8,18.0,0.013513513513513514,1.3783783783783783,48,13,48,"[T15 W: 0, T1 W: 18.0]",1,original
barabasi-albert,25,8,18.0,0.012622720897615708,1.3478260869565217,48,15,48,"[T8 W: 0, T5 W: 18.0]",1,original
barabasi-albert,25,8,18.0,0.013293943870014771,1.3205317577548006,48,15,48,"[T15 W: 0, T3 W: 18.0]",1,original
barabasi-albert,25,9,18.0,0.011658031088082901,1.3510362694300517,48,14,48,"[T10 W: 0, T0 W: 18.0]",1,original
barabasi-albert,25,9,18.0,0.012113055181695828,1.3876177658142665,48,14,48,"[T9 W: 0, T2 W: 18.0]",1,original
barabasi-albert,25,9,18.0,0.013353115727002967,1.3545994065281899,48,16,48,"[T12 W: 0, T1 W: 18.0]",1,original
barabasi-albert,25,9,18.0,0.011703511053315995,1.3237971391417425,48,14,48,"[T5 W: 0, T21 W: 18.0]",1,original
barabasi-albert,25,9,18.0,0.012311901504787962,1.3502051983584131,48,14,48,"[T1 W: 0, T20 W: 18.0]",1,original
barabasi-albert,25,10,18.0,0.012465373961218837,1.317174515235457,48,15,48,"[T13 W: 0, T0 W: 18.0]",1,original
barabasi-albert,25,10,18.0,0.01164294954721863,1.3441138421733505,48,15,48,"[T11 W: 0, T3 W: 18.0]",1,original
barabasi-albert,25,10,18.0,0.011306532663316583,1.3655778894472361,48,16,48,"[T15 W: 0, T0 W: 18.0]",1,original
barabasi-albert,25,10,18.0,0.012162162162162163,1.3067567567567568,48,14,48,"[T17 W: 0, T23 W: 18.0]",1,original
barabasi-albert,25,10,18.0,0.01293103448275862,1.3692528735632183,48,15,48,"[T13 W: 0, T22 W: 18.0]",1,original
barabasi-albert,25,1,34.0,0.14912280701754385,1.6403508771929824,3,5,1d,"[T1 W: 0, T12 W: 16.0, T13 W: 9.0]",2,original
barabasi-albert,25,1,32.0,0.1553398058252427,1.6213592233009708,3,5,1d,"[T1 W: 0, T13 W: 7.0, T10 W: 7.0, T14 W: 2.0]",3,original
barabasi-albert,25,1,30.0,0.15151515151515152,1.3535353535353536,3,5,1d,"[T0 W: 0, T20 W: 14.0]",2,original
barabasi-albert,25,1,28.0,0.112,1.36,3,5,1d,"[T8 W: 0, T16 W: 14.0]",2,original
barabasi-albert,25,1,24.0,0.11650485436893204,1.3883495145631068,3,6,1d,"[T8 W: 0, T20 W: 8.0]",2,original
barabasi-albert,25,2,28.0,0.06167400881057269,1.4889867841409692,4,7,1d,"[T3 W: 0, T22 W: 18.0, T8 W: 5.0]",2,original
barabasi-albert,25,2,33.0,0.06818181818181818,1.537190082644628,4,7,1d,"[T4 W: 0, T14 W: 7.0, T20 W: 13.0]",2,original
