graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,max_route_len,type
star,25,10,21.0,0.01025390625,1.3564453125,48,13,48,"[T23 W: 0, T21 W: 21.0]",1,egobalance
star,25,10,18.0,0.00897308075772682,1.3519441674975075,48,13,48,"[T13 W: 0, T12 W: 18.0]",1,egobalance
star,25,10,18.0,0.009533898305084746,1.31885593220339,48,13,48,"[T1 W: 0, T19 W: 18.0]",1,egobalance
star,25,10,24.0,0.012539184952978056,1.3239289446185998,48,13,48,"[T15 W: 0, T16 W: 24.0]",1,egobalance
star,25,10,18.0,0.009414225941422594,1.3127615062761506,48,13,48,"[T19 W: 0, T18 W: 18.0]",1,egobalance
star,25,1,88.0,0.36065573770491804,2.5163934426229506,3,4,1d,"[T12 W: 0, T24 W: 18.0, T23 W: 10.0, T21 W: 12.0]",3,egobalance
star,25,1,75.0,0.3605769230769231,2.1538461538461537,3,4,1d,"[T2 W: 0, T20 W: 16.0, T18 W: 7.0, T13 W: 5.0]",3,egobalance
star,25,1,100.0,0.390625,2.078125,3,4,1d,"[T7 W: 0, T17 W: 17.0, T23 W: 14.0, T20 W: 12.0]",3,egobalance
star,25,1,94.0,0.3884297520661157,2.239669421487603,3,4,1d,"[T20 W: 0, T17 W: 18.0, T12 W: 15.0, T18 W: 7.0]",3,egobalance
star,25,1,123.0,0.4959677419354839,2.217741935483871,3,4,1d,"[T21 W: 0, T15 W: 17.0, T24 W: 16.0, T11 W: 10.0]",3,egobalance
star,25,2,81.0,0.17088607594936708,2.109704641350211,4,7,1d,"[T17 W: 0, T16 W: 17.0, T23 W: 9.0, T18 W: 10.0]",3,egobalance
