graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,ratio
erdos-renyi,50,13,29.0,0.010386819484240688,0.7994269340974212,16,19,16,"[T14 W: 0, T10 W: 15.0, T42 W: 0]",0.25
erdos-renyi,50,13,25.0,0.008440243079000676,0.8436866981769074,16,21,16,"[T39 W: 0, T2 W: 9.0, T46 W: 0]",0.25
erdos-renyi,50,13,29.0,0.008529411764705883,0.8585294117647059,16,20,16,"[T5 W: 0, T0 W: 13.0, T8 W: 0]",0.25
erdos-renyi,50,17,35.0,0.009128847157016172,0.9405320813771518,16,27,16,"[T2 W: 0, T12 W: 9.0, T9 W: 4.0, T37 W: 0]",0.33
erdos-renyi,50,17,34.0,0.0091991341991342,0.9226190476190477,16,25,16,"[T29 W: 0, T47 W: 5.0, T15 W: 6.0, T44 W: 0]",0.33
erdos-renyi,50,17,46.0,0.01009657594381036,0.8964003511852502,16,28,16,"[T3 W: 0, T10 W: 7.0, T23 W: 14.0, T29 W: 0]",0.33
erdos-renyi,50,17,34.0,0.008717948717948718,0.8594871794871795,16,25,16,"[T39 W: 0, T3 W: 17.0, T49 W: 0]",0.33
erdos-renyi,50,17,32.0,0.007162041181736795,0.9261414503133393,16,26,16,"[T1 W: 0, T42 W: 18.0, T7 W: 0]",0.33
erdos-renyi,50,13,27.0,0.00899400399733511,0.8357761492338441,24,19,24,"[T41 W: 0, T39 W: 9.0, T49 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008226691042047532,0.9609993906154783,24,27,24,"[T11 W: 0, T36 W: 18.0, T26 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008211678832116789,0.8013990267639902,24,22,24,"[T0 W: 0, T6 W: 9.0, T35 W: 0]",0.25
erdos-renyi,50,13,34.0,0.009703196347031963,0.8473173515981736,24,21,24,"[T15 W: 0, T21 W: 17.0, T35 W: 0]",0.25
erdos-renyi,50,13,29.0,0.009458577951728636,0.8307240704500979,24,21,24,"[T21 W: 0, T30 W: 16.0, T34 W: 0]",0.25
erdos-renyi,50,17,29.0,0.007153428712382831,0.8727183029107055,24,24,24,"[T32 W: 0, T7 W: 18.0, T34 W: 0]",0.33
erdos-renyi,50,17,34.0,0.008378511582060127,0.8432725480532282,24,24,24,"[T24 W: 0, T47 W: 16.0, T39 W: 0]",0.33
erdos-renyi,50,17,30.0,0.007444168734491315,0.9841191066997519,24,29,24,"[T17 W: 0, T13 W: 12.0, T40 W: 0]",0.33
erdos-renyi,50,17,29.0,0.006753609687936655,0.8644620400558919,24,25,24,"[T11 W: 0, T35 W: 14.0, T33 W: 0]",0.33
erdos-renyi,50,17,29.0,0.007268170426065163,0.9283208020050125,24,27,24,"[T5 W: 0, T7 W: 15.0, T6 W: 0]",0.33
erdos-renyi,50,13,27.0,0.008379888268156424,0.8060211049037864,48,19,48,"[T27 W: 0, T28 W: 13.0, T46 W: 0]",0.25
erdos-renyi,50,13,34.0,0.0099882491186839,0.9438895417156287,48,24,48,"[T2 W: 0, T15 W: 18.0, T37 W: 0]",0.25
erdos-renyi,50,13,31.0,0.010501355013550135,0.8689024390243902,48,19,48,"[T5 W: 0, T26 W: 16.0, T9 W: 0]",0.25
erdos-renyi,50,13,30.0,0.008777062609713282,0.9479227618490346,48,25,48,"[T1 W: 0, T20 W: 14.0, T17 W: 0]",0.25
erdos-renyi,50,13,26.0,0.008425145819831496,0.8655217109526896,48,19,48,"[T18 W: 0, T5 W: 17.0, T27 W: 0]",0.25
erdos-renyi,50,17,33.0,0.007898516036381044,0.9035423647678315,48,26,48,"[T9 W: 0, T26 W: 16.0, T21 W: 0]",0.33
erdos-renyi,50,17,33.0,0.007890961262553802,0.8651362984218077,48,25,48,"[T31 W: 0, T19 W: 15.0, T36 W: 0]",0.33
erdos-renyi,50,17,31.0,0.00727699530516432,0.9436619718309859,48,27,48,"[T12 W: 0, T45 W: 18.0, T17 W: 0]",0.33
erdos-renyi,50,17,27.0,0.0068877551020408165,0.9073979591836735,48,28,48,"[T1 W: 0, T29 W: 9.0, T45 W: 0]",0.33
erdos-renyi,50,17,33.0,0.007568807339449542,0.9412844036697248,48,28,48,"[T29 W: 0, T10 W: 18.0, T37 W: 0]",0.33
erdos-renyi,50,13,30.0,0.008807985907222548,0.9383440986494421,14,24,1d,"[T6 W: 0, T49 W: 13.0, T23 W: 0]",0.25
erdos-renyi,50,13,35.0,0.011174968071519796,0.7774584929757343,13,22,1d,"[T19 W: 0, T48 W: 8.0, T28 W: 5.0, T20 W: 0]",0.25
erdos-renyi,50,13,28.0,0.007936507936507936,0.8222789115646258,14,21,1d,"[T5 W: 0, T14 W: 12.0, T22 W: 0]",0.25
erdos-renyi,50,13,48.0,0.015286624203821656,0.925796178343949,13,21,1d,"[T4 W: 0, T29 W: 8.0, T37 W: 4.0, T49 W: 14.0, T16 W: 0]",0.25
erdos-renyi,50,13,31.0,0.009451219512195122,0.8356707317073171,13,23,1d,"[T6 W: 0, T30 W: 12.0, T46 W: 13.0, T27 W: 0]",0.25
erdos-renyi,50,17,33.0,0.007982583454281567,0.8880019351717465,16,27,1d,"[T22 W: 0, T30 W: 13.0, T36 W: 1.0, T39 W: 10.0, T48 W: 0]",0.33
erdos-renyi,50,17,37.0,0.009158415841584158,0.8952970297029703,16,26,1d,"[T16 W: 0, T17 W: 9.0, T0 W: 6.0, T25 W: 0]",0.33
erdos-renyi,50,17,31.0,0.007048658481127785,0.927694406548431,17,27,1d,"[T1 W: 0, T3 W: 12.0, T26 W: 2.0, T40 W: 0]",0.33
